id,target,acquirer,order_total_spent,credit_card_type,credit_card_company,model_score_category
137078,1,acquirer_A,112,CREDIT,company_1,low_score
257297,1,acquirer_B,106,CREDIT,company_1,intermediate_score
105115,1,acquirer_A,149,CREDIT,company_2,intermediate_score
296175,1,acquirer_A,73,DEBIT,company_1,intermediate_score
296749,0,acquirer_A,130,DEBIT,company_2,intermediate_score
255688,1,acquirer_A,97,DEBIT,company_1,high_score
296334,1,acquirer_A,98,DEBIT,company_1,intermediate_score
109252,1,acquirer_B,179,CREDIT,company_2,low_score
243040,1,acquirer_B,147,CREDIT,company_2,intermediate_score
144649,1,acquirer_B,77,CREDIT,company_2,intermediate_score
117813,1,acquirer_A,177,CREDIT,company_1,intermediate_score
230588,1,acquirer_B,118,CREDIT,company_2,intermediate_score
286106,1,acquirer_A,86,DEBIT,company_1,high_score
276710,1,acquirer_A,156,DEBIT,company_1,intermediate_score
117493,1,acquirer_B,129,CREDIT,company_2,low_score
200342,0,acquirer_A,183,DEBIT,company_1,low_score
281380,0,acquirer_A,183,DEBIT,company_1,low_score
243255,0,acquirer_A,183,DEBIT,company_1,low_score
111363,0,acquirer_A,183,DEBIT,company_1,low_score
133544,1,acquirer_B,223,CREDIT,company_2,low_score
186889,1,acquirer_A,220,CREDIT,company_1,low_score
293351,0,acquirer_A,132,CREDIT,company_2,low_score
220875,0,acquirer_A,132,CREDIT,company_2,low_score
212060,1,acquirer_A,130,CREDIT,company_2,high_score
115947,1,acquirer_A,176,DEBIT,company_1,intermediate_score
189262,1,acquirer_A,82,DEBIT,company_1,high_score
106676,1,acquirer_A,153,DEBIT,company_2,low_score
123214,0,acquirer_A,79,DEBIT,company_1,intermediate_score
262278,0,acquirer_A,79,DEBIT,company_1,intermediate_score
146053,1,acquirer_A,238,CREDIT,company_1,intermediate_score
297772,1,acquirer_A,277,DEBIT,company_1,low_score
127808,1,acquirer_A,129,DEBIT,company_1,high_score
250096,1,acquirer_A,44,CREDIT,company_1,intermediate_score
194375,1,acquirer_B,87,CREDIT,company_1,intermediate_score
249097,1,acquirer_A,54,DEBIT,company_1,intermediate_score
142730,0,acquirer_A,182,DEBIT,company_1,intermediate_score
240717,1,acquirer_B,142,DEBIT,company_2,intermediate_score
265307,1,acquirer_A,78,DEBIT,company_1,intermediate_score
227820,1,acquirer_A,142,DEBIT,company_1,high_score
199649,1,acquirer_A,106,CREDIT,company_1,high_score
231694,1,acquirer_B,183,CREDIT,company_1,low_score
103050,1,acquirer_A,147,CREDIT,company_1,intermediate_score
250364,1,acquirer_A,109,CREDIT,company_2,intermediate_score
211683,1,acquirer_A,113,CREDIT,company_2,intermediate_score
220519,1,acquirer_A,112,CREDIT,company_1,high_score
250007,1,acquirer_B,168,DEBIT,company_1,intermediate_score
204284,1,acquirer_B,142,DEBIT,company_1,low_score
228757,1,acquirer_A,219,DEBIT,company_1,high_score
180407,1,acquirer_A,120,DEBIT,company_2,high_score
205597,1,acquirer_B,72,DEBIT,company_1,high_score
221990,0,acquirer_A,142,DEBIT,company_1,intermediate_score
276628,1,acquirer_B,65,DEBIT,company_1,high_score
272093,0,acquirer_A,118,DEBIT,company_1,intermediate_score
150348,1,acquirer_A,118,DEBIT,company_1,intermediate_score
232488,1,acquirer_A,65,CREDIT,company_1,high_score
139597,1,acquirer_A,171,CREDIT,company_1,intermediate_score
243134,1,acquirer_A,57,CREDIT,company_1,low_score
296958,1,acquirer_B,88,CREDIT,company_2,intermediate_score
163842,1,acquirer_A,66,CREDIT,company_2,high_score
129323,1,acquirer_A,269,CREDIT,company_1,low_score
100508,1,acquirer_A,123,CREDIT,company_1,intermediate_score
179151,1,acquirer_A,55,CREDIT,company_1,intermediate_score
174652,0,acquirer_B,192,DEBIT,company_2,intermediate_score
160915,0,acquirer_B,192,DEBIT,company_2,intermediate_score
131274,1,acquirer_A,156,CREDIT,company_1,high_score
236688,0,acquirer_B,155,DEBIT,company_2,intermediate_score
115549,0,acquirer_B,155,DEBIT,company_2,intermediate_score
146089,0,acquirer_B,155,DEBIT,company_2,intermediate_score
252942,0,acquirer_B,155,DEBIT,company_2,intermediate_score
225022,0,acquirer_A,277,DEBIT,company_1,intermediate_score
117065,0,acquirer_A,277,DEBIT,company_1,intermediate_score
103521,0,acquirer_B,155,DEBIT,company_2,intermediate_score
251300,1,acquirer_A,44,DEBIT,company_2,intermediate_score
129181,1,acquirer_B,107,CREDIT,company_1,intermediate_score
284155,1,acquirer_B,88,DEBIT,company_1,high_score
202734,1,acquirer_A,119,DEBIT,company_2,low_score
297966,1,acquirer_A,136,CREDIT,company_1,intermediate_score
127257,1,acquirer_A,138,CREDIT,company_1,intermediate_score
238539,1,acquirer_A,102,CREDIT,company_1,high_score
110442,1,acquirer_A,256,CREDIT,company_1,low_score
151941,1,acquirer_A,23,DEBIT,company_1,intermediate_score
234698,1,acquirer_A,142,DEBIT,company_1,low_score
295058,1,acquirer_A,91,DEBIT,company_1,intermediate_score
164235,1,acquirer_A,104,DEBIT,company_1,intermediate_score
244478,1,acquirer_B,76,DEBIT,company_2,low_score
122513,1,acquirer_A,220,DEBIT,company_2,intermediate_score
253604,1,acquirer_A,242,DEBIT,company_1,low_score
113682,0,acquirer_A,80,DEBIT,company_2,intermediate_score
194590,1,acquirer_A,227,DEBIT,company_1,intermediate_score
256005,0,acquirer_A,151,CREDIT,company_2,intermediate_score
195209,0,acquirer_A,151,CREDIT,company_2,intermediate_score
130529,1,acquirer_A,245,DEBIT,company_1,low_score
239809,1,acquirer_A,248,CREDIT,company_2,intermediate_score
264745,1,acquirer_B,64,DEBIT,company_1,intermediate_score
114650,1,acquirer_B,122,DEBIT,company_1,low_score
275149,1,acquirer_A,194,CREDIT,company_2,intermediate_score
289074,1,acquirer_A,71,CREDIT,company_1,high_score
290770,1,acquirer_A,129,DEBIT,company_1,intermediate_score
166020,1,acquirer_B,249,DEBIT,company_2,high_score
173699,1,acquirer_B,160,CREDIT,company_2,intermediate_score
227946,1,acquirer_A,149,DEBIT,company_1,intermediate_score
283853,1,acquirer_A,186,CREDIT,company_1,low_score
187600,1,acquirer_A,193,CREDIT,company_2,high_score
206740,1,acquirer_B,200,CREDIT,company_2,high_score
257539,1,acquirer_A,251,CREDIT,company_1,low_score
107015,1,acquirer_A,66,DEBIT,company_2,intermediate_score
160440,1,acquirer_A,104,DEBIT,company_1,intermediate_score
291809,1,acquirer_A,24,CREDIT,company_1,intermediate_score
125741,1,acquirer_A,51,DEBIT,company_1,intermediate_score
206222,1,acquirer_A,79,DEBIT,company_1,intermediate_score
106560,1,acquirer_A,163,DEBIT,company_1,intermediate_score
153548,1,acquirer_A,211,CREDIT,company_2,high_score
157490,1,acquirer_A,152,DEBIT,company_2,low_score
245845,1,acquirer_B,87,CREDIT,company_2,intermediate_score
234344,1,acquirer_A,220,CREDIT,company_2,intermediate_score
234704,1,acquirer_B,189,DEBIT,company_1,intermediate_score
221072,1,acquirer_A,87,DEBIT,company_1,high_score
127114,1,acquirer_A,141,CREDIT,company_2,intermediate_score
271569,1,acquirer_A,249,DEBIT,company_1,low_score
276144,1,acquirer_B,62,CREDIT,company_2,low_score
281250,1,acquirer_A,67,CREDIT,company_1,high_score
107101,1,acquirer_A,34,DEBIT,company_1,intermediate_score
141225,1,acquirer_A,173,CREDIT,company_2,low_score
278619,1,acquirer_A,163,CREDIT,company_1,high_score
172899,1,acquirer_A,62,CREDIT,company_2,high_score
211162,1,acquirer_A,143,DEBIT,company_2,intermediate_score
110742,1,acquirer_A,225,CREDIT,company_1,intermediate_score
240319,1,acquirer_A,171,DEBIT,company_2,low_score
283144,1,acquirer_A,124,CREDIT,company_2,intermediate_score
176889,1,acquirer_A,126,DEBIT,company_1,intermediate_score
295228,1,acquirer_A,243,DEBIT,company_1,low_score
139870,0,acquirer_A,66,CREDIT,company_1,high_score
158324,0,acquirer_B,161,DEBIT,company_2,low_score
193973,0,acquirer_B,161,DEBIT,company_2,low_score
238647,0,acquirer_B,161,DEBIT,company_2,low_score
142524,0,acquirer_B,161,DEBIT,company_2,low_score
103272,0,acquirer_B,161,DEBIT,company_2,low_score
268236,1,acquirer_A,217,DEBIT,company_1,low_score
100228,1,acquirer_A,180,DEBIT,company_1,low_score
171763,1,acquirer_A,118,CREDIT,company_1,high_score
102182,1,acquirer_A,87,CREDIT,company_2,intermediate_score
284848,1,acquirer_A,87,CREDIT,company_1,intermediate_score
240537,1,acquirer_A,93,DEBIT,company_1,intermediate_score
102680,1,acquirer_A,38,DEBIT,company_1,intermediate_score
299994,1,acquirer_A,65,DEBIT,company_2,high_score
213239,1,acquirer_B,190,DEBIT,company_2,intermediate_score
281368,1,acquirer_A,48,CREDIT,company_1,high_score
193105,1,acquirer_B,190,CREDIT,company_2,intermediate_score
252971,1,acquirer_A,57,DEBIT,company_1,high_score
128051,1,acquirer_A,61,DEBIT,company_1,low_score
172209,1,acquirer_A,85,DEBIT,company_1,high_score
214537,1,acquirer_A,139,DEBIT,company_1,high_score
122315,1,acquirer_A,36,DEBIT,company_1,high_score
186044,1,acquirer_A,67,DEBIT,company_1,high_score
207999,1,acquirer_A,130,DEBIT,company_2,intermediate_score
241850,1,acquirer_A,83,CREDIT,company_2,high_score
127433,1,acquirer_B,169,DEBIT,company_1,low_score
133687,1,acquirer_A,108,DEBIT,company_1,high_score
198545,1,acquirer_B,129,DEBIT,company_2,intermediate_score
154570,0,acquirer_A,100,DEBIT,company_2,intermediate_score
186039,1,acquirer_A,99,CREDIT,company_1,intermediate_score
101789,1,acquirer_A,271,CREDIT,company_1,low_score
219144,1,acquirer_B,74,CREDIT,company_2,low_score
256922,1,acquirer_A,100,DEBIT,company_2,intermediate_score
149422,1,acquirer_A,271,CREDIT,company_2,low_score
107941,1,acquirer_A,97,DEBIT,company_1,intermediate_score
217689,1,acquirer_A,285,DEBIT,company_1,low_score
270950,1,acquirer_A,114,DEBIT,company_1,intermediate_score
187792,0,acquirer_B,222,DEBIT,company_2,low_score
124686,1,acquirer_A,203,DEBIT,company_1,high_score
257689,0,acquirer_B,211,DEBIT,company_2,low_score
231446,0,acquirer_B,211,DEBIT,company_2,low_score
170716,1,acquirer_A,194,DEBIT,company_2,intermediate_score
148520,0,acquirer_B,211,DEBIT,company_2,low_score
242182,0,acquirer_A,61,CREDIT,company_2,low_score
173400,0,acquirer_A,61,CREDIT,company_2,low_score
213709,1,acquirer_A,70,DEBIT,company_1,intermediate_score
299045,1,acquirer_A,61,CREDIT,company_2,low_score
196058,0,acquirer_A,163,CREDIT,company_1,intermediate_score
220348,0,acquirer_A,163,CREDIT,company_1,intermediate_score
204517,1,acquirer_A,163,DEBIT,company_2,intermediate_score
244810,0,acquirer_A,157,DEBIT,company_1,low_score
190609,1,acquirer_B,152,DEBIT,company_2,intermediate_score
148482,1,acquirer_A,94,DEBIT,company_2,intermediate_score
180004,0,acquirer_A,119,DEBIT,company_1,low_score
179398,0,acquirer_A,119,DEBIT,company_1,low_score
107416,0,acquirer_A,119,DEBIT,company_1,low_score
296569,1,acquirer_A,119,DEBIT,company_1,low_score
181103,1,acquirer_B,171,DEBIT,company_2,low_score
233838,1,acquirer_A,43,DEBIT,company_2,intermediate_score
141146,1,acquirer_A,187,DEBIT,company_1,intermediate_score
219622,1,acquirer_B,165,CREDIT,company_1,intermediate_score
114684,1,acquirer_A,171,DEBIT,company_1,intermediate_score
202631,1,acquirer_A,232,CREDIT,company_2,intermediate_score
265836,1,acquirer_A,110,CREDIT,company_1,high_score
268866,1,acquirer_A,141,DEBIT,company_1,low_score
131029,1,acquirer_A,126,CREDIT,company_2,intermediate_score
113114,0,acquirer_A,209,DEBIT,company_2,intermediate_score
278655,1,acquirer_B,197,DEBIT,company_1,low_score
198670,1,acquirer_A,172,CREDIT,company_1,high_score
279715,1,acquirer_A,183,DEBIT,company_1,intermediate_score
142653,1,acquirer_B,199,CREDIT,company_1,high_score
172251,1,acquirer_B,228,CREDIT,company_1,low_score
194849,1,acquirer_B,232,CREDIT,company_1,low_score
211835,1,acquirer_A,53,CREDIT,company_1,high_score
226779,0,acquirer_A,158,DEBIT,company_2,low_score
147582,1,acquirer_B,59,DEBIT,company_2,intermediate_score
114592,0,acquirer_A,158,DEBIT,company_2,low_score
190940,0,acquirer_A,158,DEBIT,company_2,low_score
160741,0,acquirer_A,158,DEBIT,company_2,low_score
121963,0,acquirer_A,158,DEBIT,company_2,low_score
132143,1,acquirer_A,70,DEBIT,company_1,high_score
237305,1,acquirer_A,66,DEBIT,company_1,high_score
262342,1,acquirer_A,127,DEBIT,company_2,intermediate_score
150480,1,acquirer_A,100,CREDIT,company_1,intermediate_score
193169,1,acquirer_A,248,DEBIT,company_1,intermediate_score
129639,0,acquirer_B,263,DEBIT,company_1,low_score
226449,1,acquirer_A,120,CREDIT,company_2,intermediate_score
177959,1,acquirer_B,96,CREDIT,company_2,intermediate_score
272710,1,acquirer_A,147,CREDIT,company_1,intermediate_score
174624,1,acquirer_A,77,DEBIT,company_1,intermediate_score
251587,1,acquirer_A,215,DEBIT,company_1,intermediate_score
226831,1,acquirer_A,233,DEBIT,company_1,intermediate_score
195259,1,acquirer_A,188,DEBIT,company_1,intermediate_score
299837,0,acquirer_B,168,DEBIT,company_1,low_score
187030,0,acquirer_B,168,DEBIT,company_1,low_score
133153,0,acquirer_B,168,DEBIT,company_1,low_score
160277,1,acquirer_A,93,DEBIT,company_1,high_score
190081,1,acquirer_B,101,DEBIT,company_2,high_score
266852,1,acquirer_A,209,CREDIT,company_2,intermediate_score
266790,1,acquirer_A,197,CREDIT,company_1,intermediate_score
150443,1,acquirer_A,112,DEBIT,company_2,high_score
253203,1,acquirer_A,72,CREDIT,company_2,high_score
250006,1,acquirer_B,244,DEBIT,company_1,low_score
253284,0,acquirer_A,191,DEBIT,company_2,intermediate_score
207900,1,acquirer_A,233,DEBIT,company_1,high_score
181005,1,acquirer_A,109,DEBIT,company_2,low_score
135351,1,acquirer_A,76,DEBIT,company_1,intermediate_score
112618,1,acquirer_A,176,CREDIT,company_2,high_score
188861,1,acquirer_A,59,DEBIT,company_2,intermediate_score
103859,1,acquirer_A,71,DEBIT,company_1,intermediate_score
122951,1,acquirer_A,154,CREDIT,company_1,intermediate_score
150753,1,acquirer_A,263,CREDIT,company_1,intermediate_score
106030,1,acquirer_A,148,DEBIT,company_1,low_score
185913,1,acquirer_A,139,CREDIT,company_2,low_score
291453,1,acquirer_A,26,CREDIT,company_1,intermediate_score
211404,1,acquirer_B,172,CREDIT,company_1,low_score
224707,1,acquirer_A,125,DEBIT,company_2,low_score
290533,1,acquirer_B,53,CREDIT,company_2,low_score
280980,1,acquirer_A,143,DEBIT,company_1,intermediate_score
214822,1,acquirer_B,194,DEBIT,company_1,intermediate_score
232377,1,acquirer_A,155,CREDIT,company_2,low_score
132284,1,acquirer_B,82,CREDIT,company_2,high_score
275686,1,acquirer_B,137,CREDIT,company_1,intermediate_score
224688,1,acquirer_A,134,DEBIT,company_1,intermediate_score
143600,1,acquirer_A,154,CREDIT,company_2,low_score
104382,1,acquirer_A,190,CREDIT,company_2,intermediate_score
195355,1,acquirer_A,134,DEBIT,company_2,low_score
110152,1,acquirer_A,125,DEBIT,company_1,high_score
296902,0,acquirer_B,159,DEBIT,company_2,intermediate_score
263278,0,acquirer_A,131,DEBIT,company_2,intermediate_score
139443,1,acquirer_A,25,CREDIT,company_1,high_score
123485,0,acquirer_A,131,DEBIT,company_2,intermediate_score
108082,1,acquirer_A,135,CREDIT,company_1,high_score
195288,1,acquirer_A,131,DEBIT,company_1,intermediate_score
177640,0,acquirer_A,64,DEBIT,company_2,low_score
155924,1,acquirer_A,130,DEBIT,company_2,intermediate_score
287703,1,acquirer_A,48,CREDIT,company_2,intermediate_score
172739,1,acquirer_B,126,CREDIT,company_1,intermediate_score
202634,0,acquirer_A,269,DEBIT,company_2,intermediate_score
194011,0,acquirer_A,269,DEBIT,company_2,intermediate_score
236074,0,acquirer_A,269,DEBIT,company_2,intermediate_score
290038,1,acquirer_A,67,CREDIT,company_1,high_score
185701,1,acquirer_A,141,CREDIT,company_1,intermediate_score
168315,1,acquirer_A,269,CREDIT,company_2,intermediate_score
131609,1,acquirer_B,112,DEBIT,company_1,low_score
201541,1,acquirer_A,83,DEBIT,company_1,high_score
194091,0,acquirer_B,51,CREDIT,company_2,high_score
240084,0,acquirer_A,95,DEBIT,company_2,low_score
221060,0,acquirer_A,95,DEBIT,company_2,low_score
124777,0,acquirer_A,221,DEBIT,company_2,intermediate_score
155318,1,acquirer_B,122,DEBIT,company_2,intermediate_score
255695,1,acquirer_A,70,DEBIT,company_1,high_score
273687,0,acquirer_A,87,CREDIT,company_1,intermediate_score
138847,1,acquirer_A,87,CREDIT,company_1,intermediate_score
265096,1,acquirer_A,81,CREDIT,company_1,intermediate_score
114815,0,acquirer_A,146,CREDIT,company_1,high_score
173144,1,acquirer_A,146,CREDIT,company_1,high_score
258072,1,acquirer_B,97,DEBIT,company_1,intermediate_score
210495,1,acquirer_A,120,DEBIT,company_1,intermediate_score
128898,1,acquirer_A,31,DEBIT,company_2,high_score
283935,1,acquirer_A,121,DEBIT,company_1,intermediate_score
262597,1,acquirer_B,127,CREDIT,company_2,intermediate_score
176834,1,acquirer_A,88,CREDIT,company_1,high_score
124909,1,acquirer_A,142,DEBIT,company_1,low_score
236272,1,acquirer_A,133,DEBIT,company_1,low_score
203131,1,acquirer_A,210,DEBIT,company_1,low_score
242931,1,acquirer_A,80,DEBIT,company_2,intermediate_score
229283,1,acquirer_A,66,CREDIT,company_2,intermediate_score
269513,1,acquirer_A,47,CREDIT,company_2,high_score
236554,1,acquirer_A,83,DEBIT,company_2,intermediate_score
277350,1,acquirer_A,152,CREDIT,company_2,high_score
109262,1,acquirer_A,265,CREDIT,company_1,low_score
160486,1,acquirer_A,277,CREDIT,company_2,low_score
220423,1,acquirer_B,73,CREDIT,company_2,intermediate_score
181292,1,acquirer_A,159,DEBIT,company_1,low_score
179687,1,acquirer_B,190,DEBIT,company_2,intermediate_score
182412,1,acquirer_A,119,CREDIT,company_1,high_score
189995,1,acquirer_A,109,DEBIT,company_2,intermediate_score
185192,1,acquirer_A,99,CREDIT,company_2,intermediate_score
268519,1,acquirer_A,88,CREDIT,company_2,intermediate_score
189417,1,acquirer_A,201,CREDIT,company_2,low_score
217393,0,acquirer_B,148,CREDIT,company_2,low_score
133769,0,acquirer_A,162,DEBIT,company_1,low_score
204403,1,acquirer_B,203,CREDIT,company_2,intermediate_score
110018,0,acquirer_B,148,CREDIT,company_2,low_score
202386,1,acquirer_A,162,CREDIT,company_1,low_score
151046,1,acquirer_B,49,DEBIT,company_2,intermediate_score
252019,1,acquirer_A,160,DEBIT,company_2,intermediate_score
230456,1,acquirer_A,125,DEBIT,company_1,high_score
221597,1,acquirer_A,168,CREDIT,company_1,intermediate_score
218649,1,acquirer_A,15,DEBIT,company_2,high_score
103075,1,acquirer_A,39,CREDIT,company_1,intermediate_score
218107,1,acquirer_A,91,DEBIT,company_2,low_score
233064,0,acquirer_A,38,DEBIT,company_2,high_score
293643,1,acquirer_A,21,CREDIT,company_1,high_score
194926,1,acquirer_A,38,DEBIT,company_2,high_score
155589,1,acquirer_A,221,DEBIT,company_1,high_score
103011,1,acquirer_A,11,DEBIT,company_1,high_score
102342,1,acquirer_A,10,DEBIT,company_1,high_score
133407,1,acquirer_A,72,CREDIT,company_1,high_score
130412,1,acquirer_A,139,CREDIT,company_1,high_score
258934,1,acquirer_A,167,CREDIT,company_1,high_score
171288,1,acquirer_A,114,DEBIT,company_1,intermediate_score
111126,1,acquirer_A,193,DEBIT,company_1,high_score
183644,1,acquirer_A,253,DEBIT,company_2,low_score
125938,1,acquirer_A,21,CREDIT,company_2,low_score
235360,1,acquirer_A,34,DEBIT,company_1,high_score
209379,1,acquirer_A,154,CREDIT,company_2,intermediate_score
238105,1,acquirer_A,166,CREDIT,company_1,intermediate_score
239369,0,acquirer_A,273,CREDIT,company_2,low_score
224923,1,acquirer_A,186,CREDIT,company_2,intermediate_score
100024,1,acquirer_A,16,DEBIT,company_1,high_score
200061,1,acquirer_A,39,CREDIT,company_1,low_score
182322,1,acquirer_B,94,CREDIT,company_2,intermediate_score
108829,1,acquirer_B,200,DEBIT,company_2,intermediate_score
149454,1,acquirer_B,229,CREDIT,company_1,intermediate_score
116221,1,acquirer_A,137,DEBIT,company_2,low_score
102987,1,acquirer_A,79,CREDIT,company_1,intermediate_score
261522,1,acquirer_A,117,CREDIT,company_1,high_score
146009,0,acquirer_A,114,DEBIT,company_1,intermediate_score
290671,1,acquirer_A,124,DEBIT,company_1,low_score
111013,1,acquirer_B,237,CREDIT,company_1,low_score
149071,1,acquirer_A,90,DEBIT,company_1,intermediate_score
229513,1,acquirer_A,53,DEBIT,company_2,high_score
203573,1,acquirer_A,174,DEBIT,company_1,high_score
202045,1,acquirer_A,63,CREDIT,company_2,intermediate_score
240792,1,acquirer_A,60,CREDIT,company_1,intermediate_score
179874,1,acquirer_A,225,DEBIT,company_2,high_score
227518,1,acquirer_B,142,CREDIT,company_1,intermediate_score
148750,1,acquirer_B,145,CREDIT,company_2,low_score
261824,1,acquirer_A,100,DEBIT,company_1,high_score
291921,1,acquirer_A,170,CREDIT,company_1,intermediate_score
294888,1,acquirer_A,100,DEBIT,company_1,intermediate_score
268185,1,acquirer_A,282,CREDIT,company_1,intermediate_score
119778,1,acquirer_A,126,DEBIT,company_2,intermediate_score
239311,1,acquirer_A,64,CREDIT,company_1,high_score
256309,1,acquirer_A,123,CREDIT,company_1,intermediate_score
273500,1,acquirer_B,155,DEBIT,company_2,low_score
234943,1,acquirer_A,31,DEBIT,company_2,intermediate_score
192826,0,acquirer_B,58,CREDIT,company_2,low_score
234740,1,acquirer_B,209,CREDIT,company_2,intermediate_score
246859,1,acquirer_A,79,DEBIT,company_1,intermediate_score
266972,1,acquirer_A,119,DEBIT,company_2,high_score
284764,1,acquirer_A,124,CREDIT,company_1,intermediate_score
153307,1,acquirer_A,80,DEBIT,company_1,intermediate_score
129414,1,acquirer_A,34,CREDIT,company_2,high_score
151689,1,acquirer_A,37,CREDIT,company_1,high_score
160829,0,acquirer_A,181,DEBIT,company_1,intermediate_score
203230,0,acquirer_A,181,DEBIT,company_1,intermediate_score
110602,0,acquirer_A,181,DEBIT,company_1,intermediate_score
190042,0,acquirer_A,181,DEBIT,company_1,intermediate_score
106875,0,acquirer_A,181,DEBIT,company_1,intermediate_score
114071,1,acquirer_A,24,DEBIT,company_1,high_score
164587,0,acquirer_A,159,DEBIT,company_2,low_score
254622,1,acquirer_A,123,CREDIT,company_2,intermediate_score
144553,1,acquirer_A,144,DEBIT,company_1,intermediate_score
210995,1,acquirer_A,88,CREDIT,company_2,intermediate_score
198574,1,acquirer_A,207,DEBIT,company_2,low_score
229307,1,acquirer_A,79,CREDIT,company_2,high_score
167682,0,acquirer_B,79,CREDIT,company_2,low_score
217351,1,acquirer_A,85,DEBIT,company_1,intermediate_score
237329,1,acquirer_A,111,CREDIT,company_1,high_score
124859,1,acquirer_A,71,CREDIT,company_1,intermediate_score
246792,1,acquirer_A,123,DEBIT,company_2,low_score
109354,1,acquirer_A,77,DEBIT,company_1,intermediate_score
237316,1,acquirer_A,90,CREDIT,company_1,intermediate_score
218741,1,acquirer_A,71,DEBIT,company_1,low_score
195858,1,acquirer_A,49,CREDIT,company_2,high_score
292389,1,acquirer_B,142,CREDIT,company_2,low_score
112233,1,acquirer_B,163,DEBIT,company_1,intermediate_score
159783,0,acquirer_A,248,CREDIT,company_1,intermediate_score
217272,1,acquirer_A,213,DEBIT,company_1,intermediate_score
252772,1,acquirer_A,157,DEBIT,company_1,intermediate_score
287029,1,acquirer_B,210,CREDIT,company_2,intermediate_score
276613,1,acquirer_B,151,DEBIT,company_2,intermediate_score
195330,0,acquirer_B,90,DEBIT,company_2,intermediate_score
179608,1,acquirer_A,56,CREDIT,company_2,intermediate_score
244224,0,acquirer_B,90,DEBIT,company_2,intermediate_score
282847,1,acquirer_B,90,DEBIT,company_2,intermediate_score
200394,1,acquirer_B,108,CREDIT,company_2,high_score
149154,1,acquirer_B,36,DEBIT,company_2,intermediate_score
276952,1,acquirer_A,66,DEBIT,company_2,intermediate_score
217553,1,acquirer_A,211,DEBIT,company_1,low_score
227275,1,acquirer_A,100,DEBIT,company_1,high_score
164015,0,acquirer_A,99,CREDIT,company_1,high_score
191847,0,acquirer_A,99,CREDIT,company_1,high_score
106804,1,acquirer_A,109,DEBIT,company_2,intermediate_score
217617,1,acquirer_A,203,DEBIT,company_2,low_score
212468,1,acquirer_A,162,DEBIT,company_1,low_score
278817,0,acquirer_A,167,CREDIT,company_1,low_score
277411,0,acquirer_A,167,CREDIT,company_1,low_score
147258,1,acquirer_A,79,CREDIT,company_1,intermediate_score
212743,1,acquirer_A,223,CREDIT,company_1,intermediate_score
295931,1,acquirer_A,72,DEBIT,company_2,intermediate_score
256225,1,acquirer_A,89,CREDIT,company_2,intermediate_score
157335,1,acquirer_A,166,DEBIT,company_2,low_score
156056,1,acquirer_B,162,CREDIT,company_1,high_score
276536,1,acquirer_A,88,CREDIT,company_1,intermediate_score
172138,1,acquirer_A,59,CREDIT,company_1,intermediate_score
196747,1,acquirer_A,32,DEBIT,company_1,high_score
299327,1,acquirer_A,171,CREDIT,company_1,intermediate_score
257144,1,acquirer_B,142,CREDIT,company_2,intermediate_score
154091,1,acquirer_A,105,CREDIT,company_1,high_score
274425,1,acquirer_A,175,CREDIT,company_1,intermediate_score
200031,1,acquirer_B,103,DEBIT,company_1,intermediate_score
230362,1,acquirer_A,59,CREDIT,company_2,low_score
104525,1,acquirer_A,279,CREDIT,company_2,low_score
161500,1,acquirer_B,59,DEBIT,company_1,high_score
283468,1,acquirer_B,48,CREDIT,company_1,high_score
216741,1,acquirer_A,102,CREDIT,company_1,intermediate_score
269469,1,acquirer_A,174,CREDIT,company_1,low_score
132393,1,acquirer_A,87,CREDIT,company_2,high_score
246793,0,acquirer_B,135,DEBIT,company_2,high_score
243052,1,acquirer_A,108,CREDIT,company_1,intermediate_score
173097,1,acquirer_A,50,CREDIT,company_2,high_score
156298,1,acquirer_A,219,DEBIT,company_1,low_score
223535,1,acquirer_A,34,CREDIT,company_2,intermediate_score
150499,1,acquirer_A,60,CREDIT,company_2,intermediate_score
112699,0,acquirer_A,12,DEBIT,company_1,high_score
261795,1,acquirer_A,12,CREDIT,company_2,high_score
264835,1,acquirer_A,34,DEBIT,company_1,high_score
128035,1,acquirer_A,127,DEBIT,company_1,high_score
272366,1,acquirer_B,50,DEBIT,company_2,intermediate_score
184607,1,acquirer_A,95,DEBIT,company_1,high_score
227875,1,acquirer_A,122,CREDIT,company_1,high_score
285036,1,acquirer_B,230,CREDIT,company_2,intermediate_score
249223,1,acquirer_A,160,CREDIT,company_2,intermediate_score
180151,1,acquirer_A,115,DEBIT,company_2,intermediate_score
247789,1,acquirer_A,176,CREDIT,company_1,intermediate_score
224464,0,acquirer_A,204,CREDIT,company_1,low_score
203012,0,acquirer_A,204,CREDIT,company_1,low_score
216736,1,acquirer_A,71,CREDIT,company_1,intermediate_score
216181,1,acquirer_A,204,CREDIT,company_2,low_score
295838,1,acquirer_A,127,CREDIT,company_1,intermediate_score
292312,1,acquirer_B,197,CREDIT,company_1,low_score
277495,1,acquirer_B,131,CREDIT,company_2,high_score
224586,1,acquirer_A,147,DEBIT,company_1,high_score
120298,1,acquirer_A,166,CREDIT,company_2,intermediate_score
155843,1,acquirer_A,41,DEBIT,company_1,high_score
129388,1,acquirer_A,30,DEBIT,company_1,intermediate_score
101016,1,acquirer_A,30,CREDIT,company_1,intermediate_score
200049,1,acquirer_A,89,DEBIT,company_2,low_score
